,Nombre,Apellido Paterno,Apellido Materno,fecha,producto,P1,P2,P3,P4,P5
4387,Aurora,Saavedra,Amaya,2020-01-01,Producto Y,4,-1,5,3,4
4388,Yara,Gomes,Sauceda,2020-02-05,Producto X,4,4,5,5,5
4389,Jaime,Alanis,Banda,2020-03-10,Producto X,5,-1,5,-1,4
4390,Teodoro,Abrego,Adaro,2020-03-24,Producto X,4,5,5,-1,-1
4391,Ernesto,Domínguez,Corral,2020-02-02,Producto Y,-1,3,4,4,4
4392,Augusto,Banda,Laboy,2020-03-15,Producto X,4,5,4,5,4
4393,Helena,Galindo,Delacrúz,2020-01-04,Producto X,4,5,5,5,5
4394,Estela,Ochoa,Córdova,2020-01-16,Producto X,4,2,5,4,5
4395,Candela,Rendón,Delapaz,2020-02-01,Producto X,5,4,5,4,5
4396,Lorena,Badillo,Sosa,2020-04-09,Producto X,-1,2,5,5,5
4397,Elaine,Álvarez,Mideros,2020-03-26,Producto X,4,4,5,5,5
4398,Inés,Gallegos,Calvillo,2020-01-26,Producto Y,3,4,2,3,3
4399,Lucas,Sena,Tirado,2020-02-09,Producto X,5,4,5,5,4
4400,Ángel,Carranza,Mercado,2020-01-05,Producto X,5,5,-1,4,5
4401,Martí­n,Anguiano,Ríos,2020-03-06,Producto X,-1,4,3,5,5
4402,Eugenia,Carmona,Moraes,2020-01-10,Producto Y,4,4,5,-1,4
4403,Milagros,Ribeyro,Gallardo,2020-01-17,Producto Y,-1,-1,4,4,3
4404,Helena,Duarte,Guimarey,2020-02-26,Producto Y,2,3,3,-1,4
4405,Rita,Solano,Ávalos,2020-04-07,Producto X,4,4,4,5,4
4406,Diógenes,Luján,Munguía,2020-01-24,Producto X,5,5,5,-1,5
4407,Isaac,Gamboa,Zepeda,2020-03-08,Producto X,5,4,5,4,5
4408,Margarita,Aguilera,Llamas,2020-02-09,Producto Y,5,4,3,3,4
4409,Pablo,Pereira,Zago,2020-03-20,Producto X,4,5,-1,4,4
4410,Isaí­as,Lobato,Valentín,2020-02-08,Producto X,5,5,5,4,4
4411,Ilana,Blanco,González,2020-03-02,Producto X,5,4,5,5,5
4412,Anastacio,Pereira,Almanza,2020-01-03,Producto Y,-1,3,5,3,4
4413,Mónica,Ramón,Collado,2020-03-25,Producto X,5,5,3,4,5
4414,Lola,Cabán,Olivo,2020-03-31,Producto X,-1,4,4,4,4
4415,Amanda,Almeida,Vaca,2020-01-27,Producto X,5,5,5,4,5
4416,Azura,Castañeda,Aranda,2020-01-11,Producto Y,-1,4,-1,-1,4
4417,Esmeralda,Pineda,Fernandes,2020-03-01,Producto X,5,3,5,5,4
4418,Elena,Valle,Carmona,2020-04-08,Producto X,5,4,5,5,-1
4419,Elena,Mata,Medina,2020-02-20,Producto X,5,-1,4,5,-1
4420,Rebeca,PiÑeiro,Carvajal,2020-04-04,Producto X,5,4,5,5,5
4421,Manuela,Mora,Hinojosa,2020-02-16,Producto X,-1,5,5,5,3
4422,Dulce,Abreu,Sampaio,2020-01-17,Producto X,5,-1,4,5,5
4423,Irene,Pereira,Salazar,2020-03-04,Producto X,4,5,4,4,4
4424,Tomás,Bravo,Correa,2020-03-17,Producto X,5,-1,5,5,5
4425,Selena,Soria,Adaro,2020-01-08,Producto X,4,4,5,5,4
4426,Maximiliano,Pinheiro,Puga,2020-01-27,Producto X,4,5,5,4,4
4427,Rolando,Macías,Mesa,2020-02-02,Producto X,-1,5,5,4,5
4428,Leonardo,Dantas,Barela,2020-02-22,Producto X,4,5,4,5,4
4429,René,Rodrigues,Portugal,2020-03-10,Producto X,5,5,5,5,3
4430,Octavio,Vallejo,Casas,2020-02-29,Producto Y,3,5,4,5,3
4431,Wendy,Oliveira,Dávila,2020-04-06,Producto X,-1,5,5,5,-1
4432,Leandra,Pedraza,Villegas,2020-03-29,Producto X,5,5,5,-1,5
4433,Fidel,Sanches,Salazar,2020-02-14,Producto X,4,5,-1,5,5
4434,Eduardo,Tovar,Guerra,2020-04-09,Producto X,4,5,5,5,5
4435,Alejandro,Sierra,Segura,2020-03-14,Producto X,4,3,5,2,5
4436,Liliana,Coelho,Arenas,2020-01-22,Producto X,5,4,4,5,5
4437,Jimena,Vera,Villalobos,2020-02-19,Producto X,5,-1,-1,4,5
4438,Caleb,Arteaga,Arriaga,2020-01-25,Producto X,4,5,5,5,4
4439,Yesenia,Maestas,Alves,2020-03-29,Producto X,5,5,5,4,5
4440,Andrea,Lara,Ureña,2020-03-17,Producto X,5,4,5,5,5
4441,Rosa,Benítez,Becerra,2020-04-03,Producto X,5,5,4,5,2
4442,Ariel,Reynoso,Camacho,2020-03-19,Producto X,2,3,5,4,4
4443,Santiago,Aragón,Nunes,2020-04-11,Producto X,5,5,5,3,4
4444,Desirée,Molina,Romo,2020-03-30,Producto X,4,4,5,4,5
4445,Santiago,Munguía,Carrera,2020-02-08,Producto X,5,5,5,-1,5
4446,Luisa,Sánchez,Alanis,2020-04-12,Producto X,-1,4,5,-1,4
4447,Thalia,Lobo,Arenas,2020-03-25,Producto X,5,5,4,-1,4
4448,Brenda,Montez,Urías,2020-01-07,Producto Y,5,2,4,3,4
4449,Angela,Castro,Alemán,2020-01-06,Producto X,5,5,5,5,4
4450,Helena,Reyes,Zago,2020-03-17,Producto X,5,5,5,4,5
4451,Efrain,Perales,Carrasco,2020-01-01,Producto X,5,2,5,5,4
4452,Nevada,Ribeyro,Valle,2020-03-01,Producto X,5,5,-1,5,4
4453,Candela,Matías,Narváez,2020-03-02,Producto X,5,-1,4,5,5
4454,Flor,Enríquez,Caballero,2020-01-04,Producto X,5,5,-1,-1,-1
4455,Guadalupe,Solorio,Perales,2020-04-07,Producto X,5,3,5,5,5
4456,Miranda,Vaca,Amado,2020-03-18,Producto X,5,3,5,5,4
4457,Giuliana,Medina,Solorzano,2020-01-02,Producto Y,4,-1,4,4,4
4458,Diógenes,Aranda,Gonzales,2020-01-28,Producto X,5,5,4,-1,5
4459,Amanda,Rentería,Ceballos,2020-02-02,Producto X,5,4,-1,4,4
4460,Oscar,Martos,Montenegro,2020-02-22,Producto X,4,5,5,-1,5
4461,Susana,Fonseca,Hernádez,2020-04-09,Producto X,5,3,5,-1,5
4462,Azalea,Da cunha,Sáenz,2020-02-08,Producto Y,4,3,3,4,4
4463,Estela,Perea,Mideros,2020-02-20,Producto Y,4,5,3,2,-1
4464,Yolanda,Calienes,Ayala,2020-01-17,Producto X,5,4,-1,5,4
4465,Doria,Ribeyro,Benavídez,2020-01-30,Producto X,4,3,4,5,5
4466,Fabio,Hernández,Girón,2020-01-25,Producto Y,2,3,3,1,-1
4467,Valentina,Garica,Sevilla,2020-02-03,Producto X,4,5,4,1,4
4468,Elaine,Navarrete,Vaca,2020-01-23,Producto X,4,5,5,5,5
4469,Roberto,Angobaldo,Cabrera,2020-02-08,Producto Y,-1,3,-1,2,5
4470,Benjamí­n,Serrato,Escalante,2020-04-14,Producto X,4,4,-1,5,5
4471,Octavio,Rolón,Lobato,2020-02-10,Producto X,4,4,5,4,5
4472,Ángel,Mego,Olivo,2020-01-09,Producto Y,4,4,-1,2,5
4473,Nina,Vásquez,Cervantes,2020-04-14,Producto X,5,5,5,4,-1
4474,Tiara,Da silva,Da fieno,2020-04-12,Producto X,-1,5,4,-1,5
4475,Aurora,González,Robledo,2020-02-11,Producto X,5,3,5,3,-1
4476,Casia,Castañeda,Ribeyro,2020-03-14,Producto X,5,4,5,5,5
4477,Eduardo,Peixoto,Berríos,2020-01-21,Producto X,5,5,5,4,5
4478,Adán,Deleón,Mares,2020-01-08,Producto X,5,5,5,4,5
4479,Nazarena,Aragón,Reséndez,2020-01-27,Producto Y,4,3,3,4,3
4480,Felix,Soto,Chávez,2020-03-23,Producto X,5,5,5,4,5
4481,Jesús,Lucero,Gaytán,2020-02-04,Producto X,4,4,4,4,5
4482,Fernando,Oquendo,Partida,2020-03-22,Producto X,4,4,5,5,5
4483,Luna,Bustos,Cantú,2020-02-10,Producto X,5,-1,5,-1,4
4484,Belén,Do nacimento,González,2020-02-20,Producto Y,3,3,4,4,3
4485,Venus,Montemayor,Barraza,2020-01-15,Producto X,4,4,5,4,5
4486,Uma,Becerra,Avilés,2020-01-10,Producto X,4,4,5,5,5
4487,Camila,Ureña,Casanova,2020-01-31,Producto Y,5,4,4,3,3
4488,Hermosa,Salgado,Garza,2020-03-03,Producto X,5,4,4,4,5
4489,Gloria,Benítez,Saucedo,2020-03-28,Producto X,4,4,5,5,5
4490,Maya,Rodríguez,Saavedra,2020-02-13,Producto X,5,5,5,2,5
4491,Joel,Guimarey,Lara,2020-03-23,Producto X,5,5,5,5,-1
4492,Gianina,Baca,Oliveira,2020-04-09,Producto X,5,5,5,4,5
4493,Claudia,Elizondo,Blanco,2020-02-07,Producto X,5,4,4,3,5
4494,Gema,Huerta,Camarillo,2020-02-17,Producto Y,3,3,5,4,4
4495,Regina,Muñiz,Molina,2020-04-04,Producto X,-1,5,4,4,4
4496,Ceferino,Mateo,Mares,2020-02-19,Producto X,5,4,3,5,4
4497,Vanesa,Bétancourt,Ojeda,2020-01-29,Producto Y,3,-1,4,1,5
4498,José,Nores,Casal,2020-02-10,Producto X,4,5,4,-1,4
4499,Mónica,Paredes,De souza,2020-01-31,Producto X,4,5,5,4,4
4500,Juliana,Barraza,Perea,2020-03-13,Producto X,5,4,3,4,4
4501,Gema,Casares,Gutiérrez,2020-02-13,Producto Y,3,4,3,-1,4
4502,Azura,León,Mesa,2020-01-23,Producto Y,3,5,4,3,3
4503,María,Ocampo,Varela,2020-02-12,Producto Y,2,4,-1,3,5
4504,Fernando,Dosantos,Couto,2020-01-02,Producto X,-1,5,4,5,5
4505,Victoria,Barragán,Farías,2020-01-15,Producto X,5,5,4,5,5
4506,Trinidad,Oliveira,Carrillo,2020-01-13,Producto X,-1,5,-1,4,5
4507,María,Negrete,Sáenz,2020-02-17,Producto Y,4,4,5,4,4
4508,Abra,Calvillo,Solís,2020-01-18,Producto Y,4,3,-1,4,4
4509,Tía,Jimínez,Cuellar,2020-02-11,Producto X,3,5,3,3,4
4510,Xavier,Malave,Moraes,2020-03-25,Producto X,4,4,4,3,5
4511,Andrés,Iglesias,Rodarte,2020-04-02,Producto X,4,5,5,4,4
4512,Eustacio,Alvarado,Fernández,2020-03-27,Producto X,5,3,4,4,5
4513,Angélica,Ramos,Batista,2020-03-02,Producto X,4,4,5,-1,5
4514,Camila,Vieira,Quiñones,2020-01-19,Producto X,5,5,5,5,5
4515,Marisol,Serrato,Cardenas,2020-03-11,Producto X,5,3,5,4,5
4516,Angélica,Ulloa,Terán,2020-03-11,Producto X,5,5,5,5,4
4517,René,Guzmán,Vela,2020-03-24,Producto X,5,4,4,4,4
4518,Alejandro,Holguín,Gomes,2020-03-27,Producto X,4,5,4,5,4
4519,Sergio,Almonte,Agosto,2020-03-04,Producto X,5,4,5,5,5
4520,Mara,Quintana,Jimínez,2020-01-07,Producto Y,3,4,5,3,3
4521,Iris,Terrazas,Meza,2020-01-07,Producto X,4,4,4,5,5
4522,Marcos,Olivares,Delapaz,2020-01-21,Producto X,5,5,5,5,5
4523,Reina,Oliveyra,Mireles,2020-03-10,Producto X,5,5,5,5,4
4524,Eliana,Vaca,Serrano,2020-02-11,Producto Y,4,3,2,2,5
4525,Absalón,Solorzano,Sisneros,2020-01-21,Producto X,4,5,5,-1,4
4526,Juana,Sanches,Sena,2020-02-06,Producto X,5,4,4,4,4
4527,Rosana,Guevara,Jasso,2020-03-18,Producto X,5,-1,5,5,4
4528,Guadalupe,Flórez,Delgadillo,2020-01-07,Producto X,4,5,5,5,4
4529,Nicolás,Dacunha,Arroyo,2020-02-26,Producto Y,4,4,3,3,5
4530,Doria,Avilés,Ceja,2020-01-10,Producto X,3,5,4,-1,5
4531,Noé,Limón,Figueroa,2020-02-01,Producto X,4,4,5,4,4
4532,Candela,Dueñas,Alonso,2020-03-21,Producto X,4,5,5,4,5
4533,Enrique,Prado,Arenas,2020-01-01,Producto X,3,-1,5,5,-1
4534,Marilú,Riojas,León,2020-01-11,Producto Y,5,3,3,-1,4
4535,Bibiana,Puga,Madrid,2020-02-17,Producto X,4,4,5,1,-1
4536,Fernando,Murillo,Guardado,2020-02-17,Producto X,4,5,5,4,5
4537,Cleopatra,Soto,Cruz,2020-01-31,Producto X,4,3,-1,5,4
4538,Zacarí­as,Miramontes,Lira,2020-01-22,Producto Y,2,4,-1,-1,3
4539,Augusto,Robles,Martos,2020-04-02,Producto X,-1,5,4,5,4
4540,José,Reynoso,Santillán,2020-01-04,Producto X,4,4,4,3,5
4541,Celestino,Robledo,Nores,2020-02-28,Producto X,5,3,5,-1,-1
4542,Iris,Alba,Heredia,2020-03-20,Producto X,3,4,4,-1,5
4543,Javier,Delao,Ureña,2020-03-14,Producto X,3,4,5,5,4
4544,Dión,Medrano,Venegas,2020-02-07,Producto Y,4,4,4,2,5
4545,Carlota,Escobar,Balderas,2020-01-20,Producto X,5,4,5,5,2
4546,Victoria,Goncalves,Longoria,2020-03-19,Producto X,5,5,3,4,5
4547,Rosa,Carranza,Torres,2020-03-23,Producto X,4,5,5,4,5
4548,Candela,Mondragón,Magallanes,2020-03-14,Producto X,5,-1,3,4,3
4549,Estela,Estévez,Guajardo,2020-03-07,Producto X,5,4,4,5,4
4550,Adán,Banda,Ávila,2020-04-08,Producto X,5,4,5,5,5
4551,Set,Porras,Jaramillo,2020-02-11,Producto X,3,4,5,5,4
4552,Nancy,Segovia,Uribe,2020-03-19,Producto X,4,5,5,5,4
4553,Nataniel,Rangel,Nieto,2020-02-15,Producto X,-1,5,5,4,5
4554,Augusto,Niño,Dosantos,2020-01-06,Producto Y,4,5,4,3,3
4555,Andrea,Peixoto,Armendáriz,2020-04-09,Producto X,4,5,5,4,5
4556,Sol,Barrera,Arias,2020-01-22,Producto Y,2,5,4,2,3
4557,Abigail,Atencio,Robledo,2020-01-04,Producto X,5,4,-1,4,5
4558,Miguel,Escobar,Villanueva,2020-03-30,Producto X,5,4,-1,5,5
4559,Anastasia,Riojas,Pulido,2020-01-21,Producto X,5,4,5,4,5
4560,Flora,Da ros,Armendáriz,2020-02-23,Producto X,5,-1,5,5,4
4561,Nuria,Medina,Saavedra,2020-03-28,Producto X,5,4,4,5,3
4562,Jacob,Mora,Morales,2020-01-14,Producto X,5,-1,4,5,4
4563,Jaime,Baeza,Moya,2020-01-02,Producto X,-1,4,4,5,5
4564,Julián,Cepeda,Caldera,2020-04-01,Producto X,5,5,-1,4,5
4565,Pamela,Cazares,Olivares,2020-02-11,Producto X,5,5,5,5,5
4566,Selena,Montemayor,Casárez,2020-02-11,Producto X,4,3,5,5,4
4567,Eustacio,Terán,Menchaca,2020-04-07,Producto X,5,5,5,4,-1
4568,Blanca,Arce,De oliveira,2020-02-22,Producto X,5,3,-1,4,3
4569,Gerardo,Anaya,Ribeiro,2020-01-27,Producto X,4,-1,5,4,5
4570,Dino,Terán,Puga,2020-02-20,Producto X,5,5,5,5,5
4571,Luis,Alvares,Prieto,2020-02-25,Producto X,5,5,5,4,5
4572,Efraim,Abregu,Banda,2020-04-01,Producto X,4,-1,4,4,5
4573,Rafael,Regueiro,Palacios,2020-01-19,Producto X,5,4,5,5,5
4574,Leo,De sousa,Rael,2020-02-08,Producto X,5,4,5,4,5
4575,Tina,Ojeda,Casillas,2020-03-09,Producto X,4,4,4,5,4
4576,Cristina,Caraballo,De lima,2020-03-01,Producto X,-1,5,-1,5,3
4577,Magdalena,Miranda,Batista,2020-01-27,Producto Y,5,-1,4,5,2
4578,Sofía,Casal,Vásquez,2020-02-25,Producto X,4,4,3,5,4
4579,Elena,Flórez,Curbelo,2020-01-08,Producto X,5,-1,5,5,5
4580,Tomás,Fino,Navarro,2020-03-02,Producto X,5,5,5,5,5
4581,Neptuno,Tafoya,Figueroa,2020-02-05,Producto X,1,5,-1,4,-1
4582,Tomás,Yáñez,Quiñónez,2020-01-26,Producto X,4,5,5,5,5
4583,Joel,Pantoja,Llamas,2020-02-03,Producto X,5,4,-1,5,4
4584,Tomás,Robledo,Meza,2020-04-06,Producto X,-1,3,5,5,5
4585,Estela,Méndez,Rincón,2020-02-08,Producto Y,5,3,5,3,3
4586,Wendy,Solorio,Atencio,2020-04-14,Producto X,3,4,3,4,5
4587,Alejandrina,Cedillo,Sevilla,2020-02-15,Producto Y,-1,4,3,-1,4
4588,Selena,Docarmo,Hinojosa,2020-03-18,Producto X,5,5,3,4,5
4589,Estefaní­a,Abeyta,Garay,2020-01-23,Producto X,-1,4,-1,4,4
4590,Miriam,Guzmán,Quiroz,2020-02-14,Producto Y,4,2,4,5,4
4591,Benjamí­n,Cedillo,Armendáriz,2020-01-16,Producto X,4,5,5,4,5
4592,Sebastián,Menejes,Muñiz,2020-04-08,Producto X,3,4,5,3,-1
4593,Raquel,Amaral,Zayas,2020-02-18,Producto X,3,5,5,5,5
4594,Juliana,Reyes,Duarte,2020-02-12,Producto X,5,5,4,5,5
4595,Déborah,Candelaria,Mercado,2020-01-01,Producto Y,4,3,3,4,5
4596,Orlando,Candelaria,Otero,2020-04-12,Producto X,5,5,5,5,5
4597,Caridad,Villalobos,Sepúlveda,2020-01-02,Producto X,4,5,5,4,4
4598,Thalia,Briseño,Polanco,2020-03-20,Producto X,4,5,4,5,5
4599,Marisa,Peres,Segura,2020-02-29,Producto Y,3,2,4,5,4
4600,Octavio,Oliveyra,Cardenas,2020-01-11,Producto X,4,4,5,5,5
4601,Abrán,Ojeda,Sandoval,2020-02-10,Producto X,4,5,5,3,5
4602,Brisa,Segovia,Ribeiro,2020-02-18,Producto X,5,5,3,4,5
4603,Santiago,Angobaldo,Palacios,2020-01-26,Producto X,5,4,5,4,-1
4604,Cleopatra,Peres,Partida,2020-02-14,Producto X,-1,5,4,5,5
4605,Joaquí­n,Rivera,Galván,2020-02-01,Producto X,5,5,4,5,5
4606,Ana,Delatorre,de León,2020-02-24,Producto X,5,4,5,5,5
4607,Emanuel,Cordero,Ferrer,2020-01-09,Producto X,5,3,5,5,5
4608,Leo,Hidalgo,Hurtado,2020-02-04,Producto X,5,5,5,5,5
4609,Rolando,Saucedo,Treviño,2020-01-09,Producto X,3,4,-1,5,5
4610,Mí­a,Mota,Soliz,2020-01-12,Producto X,3,3,-1,5,3
4611,Rosana,Barrera,Alaniz,2020-02-22,Producto X,4,4,4,5,4
4612,Sabrina,Villa,Ávila,2020-03-30,Producto X,4,4,5,5,-1
4613,Zoe,Meraz,Muñiz,2020-02-15,Producto Y,4,1,3,3,4
4614,Laura,Merello,Campos,2020-01-28,Producto Y,4,3,3,4,2
4615,Anastasia,Barragán,Oliveyra,2020-03-27,Producto X,5,5,5,2,4
4616,Mariana,Curiel,Minauro,2020-01-13,Producto X,5,3,4,5,5
4617,Ana,Banda,Arteaga,2020-02-19,Producto X,5,-1,5,5,5
4618,Graciana,Mideros,Oporto,2020-01-11,Producto X,5,5,4,5,4
4619,Amalia,Delarosa,Baes,2020-03-20,Producto X,3,5,5,4,-1
4620,Angelina,Cornejo,Aponte,2020-02-08,Producto X,4,4,4,5,5
4621,Marianela,Orellana,Trejo,2020-01-25,Producto Y,4,4,3,3,3
4622,Fátima,Ybarra,Villagómez,2020-01-22,Producto X,-1,5,5,4,5
4623,Francisco,Dacunha,Neves,2020-01-13,Producto X,5,4,5,5,-1
4624,Benjamí­n,Páez,Girón,2020-02-14,Producto Y,4,4,-1,3,3
4625,Marcia,Canales,Vives,2020-02-06,Producto X,5,5,5,5,4
4626,Yesenia,Bardales,Yáñez,2020-02-10,Producto X,5,3,5,5,-1
4627,Abra,Briones,Espinosa,2020-01-14,Producto X,-1,4,5,5,5
4628,Rigoberto,Pineda,Villaseñor,2020-03-18,Producto X,5,3,5,5,5
4629,Alejandrina,Mojica,Rael,2020-04-05,Producto X,5,4,4,5,5
4630,Brita,Alanis,Ávila,2020-01-18,Producto X,5,4,5,5,5
4631,Jacinta,Cardenas,Sevilla,2020-03-24,Producto X,5,5,5,4,5
4632,Julián,Regalado,Gonzales,2020-01-18,Producto X,5,5,5,4,4
4633,Celeste,Oporto,Alfaro,2020-01-18,Producto Y,3,-1,4,3,4
4634,Teodoro,Ruiz,Soria,2020-02-09,Producto Y,2,4,2,5,4
4635,Tiara,González,Bravo,2020-01-02,Producto X,5,5,5,5,4
4636,Brita,Patiño,Viera,2020-01-30,Producto X,5,5,3,4,5
4637,Daira,Fuentes,Mello,2020-03-08,Producto X,4,-1,5,4,5
4638,Carisa,Franco,Lucio,2020-01-15,Producto X,5,5,4,3,5
4639,Abigail,Blanco,Almeyda,2020-01-17,Producto X,-1,4,5,5,3
4640,Alma,Haro,Gastélum,2020-02-15,Producto X,5,4,5,4,5
4641,Marcia,Roybal,Dantas,2020-01-28,Producto X,4,5,3,4,5
4642,Gianina,Garrido,Lebrón,2020-03-06,Producto X,5,5,5,4,-1
4643,Carisa,Grijalva,Romo,2020-03-18,Producto X,-1,4,5,3,3
4644,Vicente,Serna,Quiñónez,2020-04-03,Producto X,5,-1,5,5,5
4645,Alexia,Miranda,Barroso,2020-02-16,Producto Y,4,3,4,4,3
4646,Calí­ope,Sáenz,Araña,2020-01-20,Producto X,5,5,5,4,4
4647,Jesús,Montero,Griego,2020-03-05,Producto X,5,4,4,5,5
4648,Claudio,Villa,Delgadillo,2020-03-05,Producto X,5,4,5,5,5
4649,Diógenes,Montes,Lucero,2020-01-17,Producto X,5,4,-1,5,5
4650,Ximena,Rael,Pessoa,2020-01-15,Producto X,5,5,4,5,3
4651,Bibiana,Sanches,Gomes,2020-03-19,Producto X,3,5,5,5,5
4652,Luz,Maestas,Mateo,2020-02-29,Producto X,-1,5,4,3,4
4653,Hermosa,Reynoso,Almeida,2020-01-31,Producto Y,5,4,5,-1,4
4654,Stefano,Navarro,Gaona,2020-01-05,Producto X,3,5,4,3,5
4655,Ana,Zago,Salas,2020-04-02,Producto X,5,5,5,5,4
4656,Neptuno,Velázquez,Pereyra,2020-01-03,Producto X,3,4,4,4,4
4657,Estefaní­a,Tejada,Quiñones,2020-01-18,Producto X,5,5,5,4,5
4658,Solana,Ozuna,Ledesma,2020-01-02,Producto X,5,5,4,5,4
4659,Esperanza,Alanis,Ramón,2020-01-02,Producto X,5,5,4,4,4
4660,Casandra,Rubio,Daga,2020-02-11,Producto X,5,-1,5,-1,-1
4661,Francisco,Otero,Iglesias,2020-03-27,Producto X,5,5,-1,-1,5
4662,Cristal,Roldán,Roybal,2020-02-02,Producto X,-1,4,-1,3,4
4663,Isaac,Limón,Feliciano,2020-02-22,Producto X,4,4,5,4,4
4664,Ada,Zago,Peña,2020-04-11,Producto X,4,4,5,4,5
4665,Carolina,Haro,Almeyda,2020-03-21,Producto X,5,5,5,5,4
4666,Ángelo,Reséndez,Enríquez,2020-02-02,Producto X,-1,4,5,5,5
4667,Bianca,Vieira,Orta,2020-02-17,Producto X,4,4,5,5,-1
4668,Lucas,Minauro,Rangel,2020-01-19,Producto Y,5,4,4,4,4
4669,Diego,Valencia,Carrion,2020-01-07,Producto Y,2,-1,5,5,4
4670,Inés,Valenca,Cortez,2020-01-15,Producto Y,1,4,4,4,3
4671,Orlando,Olmos,Naranjo,2020-03-17,Producto X,-1,4,4,5,4
4672,Gabriela,Villagómez,Rodrigues,2020-04-02,Producto X,4,5,5,4,5
4673,Diego,Madera,Ybarra,2020-03-25,Producto X,2,5,4,5,4
4674,Ernesto,Cotto,Concepción,2020-03-04,Producto X,5,5,4,4,4
4675,Lisa,Ávalos,Curiel,2020-01-06,Producto X,4,5,5,5,5
4676,Tina,Cerda,Ordóñez,2020-03-21,Producto X,5,5,5,5,5
4677,Jacob,Crespo,Palomo,2020-03-11,Producto X,5,5,4,4,5
4678,Milagros,Zaragoza,Briones,2020-03-28,Producto X,4,4,4,5,4
4679,Cristal,Guzmán,Curiel,2020-03-19,Producto X,5,5,5,5,4
4680,Marisol,Mireles,Palacios,2020-01-31,Producto Y,2,4,3,2,3
4681,Set,Carrero,Miramontes,2020-01-18,Producto X,4,4,5,5,5
4682,Angelina,De almeida,Castro,2020-02-06,Producto X,3,5,5,5,5
4683,Manuela,Carrero,Veiga,2020-01-22,Producto Y,4,1,3,-1,4
4684,Adán,Adauto,Posada,2020-01-13,Producto X,5,5,-1,5,4
4685,Neptuno,Guerra,Caballero,2020-02-15,Producto X,5,5,-1,3,5
4686,Joaquí­n,Padrón,Urrutia,2020-03-14,Producto X,-1,5,5,4,5
4687,Luz,Sandoval,Almanza,2020-01-23,Producto X,5,5,4,5,-1
4688,Diana,Aranda,Aguayo,2020-01-30,Producto Y,3,3,4,3,2
4689,Fernando,Narváez,Rivas,2020-02-22,Producto Y,-1,3,4,-1,4
4690,Gerardo,Verdugo,Soto,2020-02-24,Producto X,5,5,-1,5,-1
4691,Luz,Leao,Matos,2020-03-20,Producto X,-1,4,5,4,-1
4692,Eliseo,Hidalgo,Farías,2020-02-02,Producto X,5,4,5,4,5
4693,Marilú,Molina,Burgos,2020-01-16,Producto X,5,5,5,-1,3
4694,María,Pedraza,Corona,2020-03-27,Producto X,3,5,5,5,4
4695,Zoe,Nieto,Meres,2020-02-09,Producto X,5,5,5,4,5
4696,Abraham,Sosa,Barrientos,2020-02-26,Producto Y,5,5,3,5,3
4697,Florencia,Fernandes,Arriaga,2020-02-27,Producto X,5,5,4,5,5
4698,Yesenia,Saucedo,Acevedo,2020-01-28,Producto X,5,5,5,5,5
4699,Déborah,Abreu,Villagómez,2020-01-06,Producto X,5,-1,-1,4,5
4700,Manuel,Briseño,Palomino,2020-01-02,Producto X,5,4,5,-1,4
4701,Gabriel,Espinal,Junior,2020-02-05,Producto Y,4,3,4,2,3
4702,Nataniel,Tamayo,Girón,2020-03-15,Producto X,5,5,5,4,5
4703,Zarina,Estévez,Alicea,2020-02-09,Producto Y,2,4,1,4,3
4704,Noemí,Guimarey,Espinoza,2020-02-24,Producto X,5,3,4,-1,5
4705,Verónica,Marroquín,Feliciano,2020-03-01,Producto X,3,4,5,-1,5
4706,Rigoberto,Arreola,Lovato,2020-01-19,Producto X,5,5,5,4,3
4707,Virginia,Pérez,Peres,2020-03-19,Producto X,4,5,5,5,-1
4708,Eliana,Baca,Ballesteros,2020-03-30,Producto X,5,-1,5,5,4
4709,Orlando,Cortés,Peres,2020-01-11,Producto X,5,4,5,5,5
4710,Esperanza,Padilla,Valenzuela,2020-02-23,Producto Y,4,-1,3,3,3
4711,Verónica,Lara,Chávez,2020-03-20,Producto X,5,4,4,4,5
4712,Mariangeles,Ordóñez,Pantoja,2020-02-01,Producto X,4,5,5,5,5
4713,Ernesto,Pajares,Pereyra,2020-01-27,Producto X,5,5,5,4,5
4714,Trinidad,Alcabes,Miranda,2020-01-26,Producto X,4,5,5,5,3
4715,Bella,Castellanos,Abreu,2020-02-25,Producto X,5,5,4,5,4
4716,Cleopatra,Bonilla,Frías,2020-01-22,Producto X,5,5,5,4,4
4717,Rolando,Gomes,Sepúlveda,2020-02-26,Producto X,4,5,3,5,5
4718,Analí­a,Montez,Perales,2020-02-25,Producto X,5,3,-1,4,5
4719,Celina,Rael,Ríos,2020-02-12,Producto X,-1,4,5,5,5
4720,Gema,Elizondo,Batista,2020-02-24,Producto Y,5,4,3,4,1
4721,Efrain,Zapata,Bustamante,2020-04-01,Producto X,5,4,5,5,5
4722,Dolores,Quintero,Briseño,2020-01-05,Producto X,5,5,5,5,5
4723,Elvira,Márquez,Fierro,2020-02-20,Producto X,5,5,-1,5,4
4724,Isidora,Barboza,Fernández,2020-04-02,Producto X,5,3,5,4,5
4725,Ivana,Gaona,Miramontes,2020-01-05,Producto X,5,5,4,4,5
4726,Diego,Tórrez,Corrales,2020-01-11,Producto X,4,5,5,5,-1
4727,Isaac,Henríquez,González,2020-01-03,Producto X,5,5,5,4,5
